time,Steering_input,x,y,vx,vy,ax,ay,yaw,roll,yaw_rate,roll_rate,slip_angle,long_slip,toe_in_r,toe_in_avg,toe_in_l,wlf,wlr,wrf,wrr,tiredef_rf,tiredef_rr,tiredef_lf,tiredef_lr,sp_tor,current_gear,engine_omega,engine_torque,tc_inp_tor,tc_out_tor,tc_out_omg,tc_sr,
+1.00000000e-01,+0.00000000e+00,-5.40162042e-04,-2.41093849e-06,+8.82776989e-03,+5.07971098e-05,+1.81342381e-01,+2.45616093e-03,-4.84383774e-08,-7.31751899e-06,-1.08029271e-05,-2.35294187e-03,-1.34218954e+00,+0.00000000e+00,-1.41925927e-03,+4.56939257e-06,+1.42839805e-03,-1.24088971e-02,+9.30599970e-04,-1.20208251e-02,+1.31062632e-03,+1.77058290e-02,+1.64091013e-02,+1.77175603e-02,+1.64210163e-02,+5.55540244e+01,+1,-7.47270794e-05,+0.00000000e+00,+2.48183840e-11,+4.96367679e-11,-8.27759477e-01,-3.62304089e+02,
+1.10000000e-01,+0.00000000e+00,-5.06301193e-04,-7.20209768e-06,+1.04405332e-02,+7.49977751e-05,+1.33530900e-01,+2.17001949e-03,-1.73616165e-07,-3.27896885e-05,-1.24081570e-05,-2.70246471e-03,-1.44411712e+00,-1.90340142e+00,-1.30867073e-03,+2.61399756e-06,+1.31389873e-03,-2.09720569e-02,-7.39349506e-03,-2.04670588e-02,-6.89935592e-03,+1.74750360e-02,+1.60521286e-02,+1.75000415e-02,+1.60774819e-02,+4.19519653e+01,+1,-2.00218374e-04,+0.00000000e+00,+1.78166210e-10,+3.56332421e-10,-1.04423546e+00,-4.16239193e+02,
+1.20000000e-01,+0.00000000e+00,-4.58777602e-04,-1.22701970e-05,+1.15403083e-02,+9.56403431e-05,+8.04299825e-02,+1.76690275e-03,-3.02899096e-07,-6.06138088e-05,-1.06162694e-05,-2.82321959e-03,-1.55773590e+00,-1.95490822e+00,-1.22751361e-03,+3.68900178e-07,+1.22825141e-03,-2.70695093e-02,-1.33426714e-02,-2.64807839e-02,-1.27582765e-02,+1.73662892e-02,+1.58322664e-02,+1.74034148e-02,+1.58698794e-02,+2.65989462e+01,+1,-3.31285609e-04,+0.00000000e+00,+4.87778465e-10,+9.75556930e-10,-1.19617121e+00,-4.78884272e+02,
+1.30000000e-01,+0.00000000e+00,-4.02346733e-04,-1.71671230e-05,+1.21000383e-02,+1.11678983e-04,+2.68864471e-02,+1.27117923e-03,-4.19162770e-07,-8.85131913e-05,-8.10035834e-06,-2.72210919e-03,-1.39751874e+00,-1.95015765e+00,-1.16763524e-03,-2.01624085e-06,+1.16360276e-03,-3.04885715e-02,-1.67609124e-02,-2.98558356e-02,-1.61283243e-02,+1.73290381e-02,+1.56980823e-02,+1.73756510e-02,+1.57453000e-02,+1.13725873e+01,+1,-4.56089194e-04,+0.00000000e+00,+9.24521568e-10,+1.84904314e-09,-1.28029313e+00,-5.63795123e+02,
+1.40000000e-01,+0.00000000e+00,-3.41947895e-04,-2.14952538e-05,+1.21363090e-02,+1.22425192e-04,-2.31588151e-02,+7.31947450e-04,-5.11387839e-07,-1.14404612e-04,-4.26925803e-06,-2.42876969e-03,-1.24892474e+00,-1.91340140e+00,-1.12237246e-03,-4.37862185e-06,+1.11361522e-03,-3.13488605e-02,-1.77632311e-02,-3.07160652e-02,-1.71266070e-02,+1.73196255e-02,+1.56038756e-02,+1.73722046e-02,+1.56571713e-02,-2.48859852e+00,+1,-5.64371823e-04,+0.00000000e+00,+1.41562469e-09,+2.83124937e-09,-1.30003975e+00,-6.95994670e+02,
+1.50000000e-01,+0.00000000e+00,-2.82236595e-04,-2.49400432e-05,+1.17009846e-02,+1.27661003e-04,-6.65797873e-02,+1.82952201e-04,-5.65137097e-07,-1.36568420e-04,+7.88510115e-07,-1.98496183e-03,-1.13228280e+00,-1.84223199e+00,-1.08738025e-03,-6.55948131e-06,+1.07426129e-03,-2.99806851e-02,-1.66660805e-02,-2.93900985e-02,-1.60678660e-02,+1.73099114e-02,+1.55188473e-02,+1.73646406e-02,+1.55743808e-02,-1.42162761e+01,+1,-6.48242046e-04,+0.00000000e+00,+1.86763445e-09,+3.73526890e-09,-1.26322046e+00,-9.43530209e+02,
+1.60000000e-01,+0.00000000e+00,-2.27222843e-04,-2.72847874e-05,+1.08722902e-02,+1.27448160e-04,-1.01205003e-01,-3.57371574e-04,-5.69178088e-07,-1.53735576e-04,+6.48547155e-06,-1.43807557e-03,-1.04349033e+00,-1.72946808e+00,-1.06037727e-03,-8.41976165e-06,+1.04353774e-03,-2.68378953e-02,-1.39077377e-02,-2.63267221e-02,-1.33863545e-02,+1.72867002e-02,+1.54273396e-02,+1.73399573e-02,+1.54814509e-02,-2.33917973e+01,+1,-7.02496112e-04,+0.00000000e+00,+2.19333683e-09,+4.38667367e-09,-1.18023555e+00,-1.60254266e+03,
+1.70000000e-01,+0.00000000e+00,-1.80024139e-04,-2.84152404e-05,+9.74478036e-03,+1.21975965e-04,-1.25895168e-01,-8.77247865e-04,-5.17569194e-07,-1.65118341e-04,+1.23945201e-05,-8.36255550e-04,-9.58547526e-01,-1.56578784e+00,-1.04048460e-03,-9.85185544e-06,+1.02078089e-03,-2.24334956e-02,-9.98715350e-03,-2.20310522e-02,-9.57276470e-03,+1.72472298e-02,+1.53249418e-02,+1.72959277e-02,+1.53744947e-02,-2.98670301e+01,+1,-7.24637410e-04,+0.00000000e+00,+2.33377500e-09,+4.66755000e-09,-1.06272134e+00,-9.51355289e+03,
+1.80000000e-01,+0.00000000e+00,-1.42738514e-04,-2.83155854e-05,+8.41928685e-03,+1.11567970e-04,-1.40485684e-01,-1.36014322e-03,-4.08298994e-07,-1.70396572e-04,+1.80451864e-05,-2.24285336e-04,-8.14078318e-01,-1.33993661e+00,-1.02756163e-03,-1.07859568e-05,+1.00598971e-03,-1.72882914e-02,-5.41045304e-03,-1.70136872e-02,-5.12305958e-03,+1.71941610e-02,+1.52137476e-02,+1.72359384e-02,+1.52563163e-02,-3.37055985e+01,+1,-7.14669630e-04,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,-9.22489583e-01,+1.88069909e+03,
+1.90000000e-01,+0.00000000e+00,-1.16429177e-04,-2.70562023e-05,+6.99397212e-03,+9.67105000e-05,-1.45633484e-01,-1.78747065e-03,-2.44659192e-07,-1.69668781e-04,+2.28918540e-05,+3.59226727e-04,-2.26238251e-01,-1.03894652e+00,-1.02172161e-03,-1.11910574e-05,+9.99339494e-04,-1.18878245e-02,-6.51545047e-04,-1.17498511e-02,-5.00847396e-04,+1.71317704e-02,+1.50984793e-02,+1.71650566e-02,+1.51324169e-02,-3.51350982e+01,+1,-6.74721488e-04,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,-7.70706266e-01,+7.45748657e+02,
+2.00000000e-01,+0.00000000e+00,-1.01203533e-04,-2.47762763e-05,+5.55720188e-03,+7.80589454e-05,-1.42609808e-01,-2.14348114e-03,-3.64260351e-08,-1.63380484e-04,+2.61736097e-05,+8.83696071e-04,+1.32785829e+00,-6.49580545e-01,-1.02305737e-03,-1.10716362e-05,+1.00091410e-03,-6.64901798e-03,+3.87918417e-03,-6.64820806e-03,+3.89278993e-03,+1.70637777e-02,+1.49840811e-02,+1.70877682e-02,+1.50084972e-02,-3.45032243e+01,+1,-6.08575129e-04,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,-6.17267292e-01,+4.14235019e+02,
+2.10000000e-01,+0.00000000e+00,-9.63644360e-05,-2.16640185e-05,+4.18247340e-03,+5.63374324e-05,-1.33098300e-01,-2.42589152e-03,+1.99318544e-07,-1.52239765e-04,+2.75055314e-05,+1.32713443e-03,+1.48998263e+00,-1.63184060e-01,-1.03153025e-03,-1.04620988e-05,+1.01060605e-03,-1.90002639e-03,+7.85910033e-03,-2.03041480e-03,+7.74291366e-03,+1.69925305e-02,+1.48746584e-02,+1.70071019e-02,+1.48893416e-02,-3.22387138e+01,+1,-5.21153584e-04,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,-4.70349085e-01,+2.55196277e+02,
+2.20000000e-01,+0.00000000e+00,-1.00605291e-04,-1.79379565e-05,+2.92535594e-03,+3.22620688e-05,-1.18998703e-01,-2.63644899e-03,+4.44482925e-07,-1.37130909e-04,+2.70222102e-05,+1.67628527e-03,+1.42294410e+00,+4.13843434e-01,-1.04696749e-03,-9.42090420e-06,+1.02812568e-03,+2.11845326e-03,+1.10725063e-02,+1.87059273e-03,+1.08407291e-02,+1.69191222e-02,+1.47732152e-02,+1.69246945e-02,+1.47785260e-02,-2.88134067e+01,+1,-4.18024570e-04,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,-3.36120908e-01,+1.61292845e+02,
+2.30000000e-01,+0.00000000e+00,-1.12222140e-04,-1.38283668e-05,+1.82165207e-03,+6.54763764e-06,-1.02334089e-01,-2.76497258e-03,+6.83121399e-07,-1.19027479e-04,+2.50982506e-05,+1.92646210e-03,+1.41825100e+00,+1.04239867e+00,-1.06910945e-03,-8.02257889e-06,+1.05306429e-03,+5.26991794e-03,+1.34053611e-02,+4.92609512e-03,+1.30767283e-02,+1.68439310e-02,+1.46816126e-02,+1.68413236e-02,+1.46783603e-02,-2.47547437e+01,+1,-3.04926670e-04,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,-2.18535468e-01,+9.88003226e+01,
+2.40000000e-01,+0.00000000e+00,-1.29331266e-04,-9.55839560e-06,+8.87901133e-04,-1.99246541e-05,-8.48920542e-02,-2.80081606e-03,+9.01840695e-07,-9.89090418e-05,+2.19238165e-05,+2.08086152e-03,+1.43930039e+00,+1.63735158e+00,-1.09763567e-03,-6.34926466e-06,+1.08493715e-03,+7.53249233e-03,+1.48304069e-02,+7.11508524e-03,+1.44253187e-02,+1.67670199e-02,+1.46005898e-02,+1.67573179e-02,+1.45898920e-02,-2.05237965e+01,+1,-1.87337911e-04,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,-1.19364471e-01,+5.35426167e+01,
+2.50000000e-01,+0.00000000e+00,-1.50061013e-04,-5.32848323e-06,+1.24609240e-04,-4.63608475e-05,-6.80881343e-02,-2.76062822e-03,+1.08855335e-06,-7.76924045e-05,+1.76961325e-05,+2.14842577e-03,+1.47337408e+00,+2.08124426e+00,-1.13217650e-03,-4.48347866e-06,+1.12320954e-03,+8.96494402e-03,+1.53985977e-02,+8.49508427e-03,+1.49375586e-02,+1.66884007e-02,+1.45299397e-02,+1.66728352e-02,+1.45130826e-02,-1.64786012e+01,+1,-7.01398862e-05,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,-3.85748610e-02,+1.83556825e+01,
+2.60000000e-01,+0.00000000e+00,-1.72700867e-04,-1.30752395e-06,-4.79917976e-04,-7.20563636e-05,-5.29458953e-02,-2.64958482e-03,+1.23312580e-06,-5.61844054e-05,+1.26615441e-05,+2.14189244e-03,+1.51397552e+00,+2.27581788e+00,-1.17232464e-03,-2.50307845e-06,+1.16731849e-03,+9.68141385e-03,+1.52215814e-02,+9.17814659e-03,+1.47236477e-02,+1.66082465e-02,+1.44688611e-02,+1.65880868e-02,+1.44471814e-02,-1.28759529e+01,+1,+4.25916366e-05,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,+2.52327786e-02,-1.09993223e+01,
+2.70000000e-01,+0.00000000e+00,-1.95804783e-04,+2.37262746e-06,-9.45665354e-04,-9.63733520e-05,-4.01014139e-02,-2.47643886e-03,+1.32788361e-06,-3.50527282e-05,+7.09163267e-06,+2.07606486e-03,+1.55689693e+00,+2.20074332e+00,-1.21763894e-03,-4.77726624e-07,+1.21668349e-03,+9.82832329e-03,+1.44509942e-02,+9.30805289e-03,+1.39328651e-02,+1.65269841e-02,+1.44162983e-02,+1.65034456e-02,+1.43910837e-02,-9.87354693e+00,+1,+1.47693996e-04,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,+7.43847172e-02,-3.74972750e+01,
+2.80000000e-01,+0.00000000e+00,-2.18249422e-04,+5.61901851e-06,-1.29718500e-03,-1.18750534e-04,-2.98367921e-02,-2.24870292e-03,+1.36783640e-06,-1.48132432e-05,+1.25893721e-06,+1.96625813e-03,+1.54246089e+00,+1.92077586e+00,-1.26764314e-03,+1.53348132e-06,+1.27071010e-03,+9.56435637e-03,+1.32579212e-02,+9.04055763e-03,+1.27335401e-02,+1.64452876e-02,+1.43711799e-02,+1.64194609e-02,+1.43435941e-02,-7.53868136e+00,+1,+2.42935575e-04,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,+1.11713510e-01,-6.36835230e+01,
+2.90000000e-01,+0.00000000e+00,-2.39252156e-04,+8.37635313e-06,-1.56031904e-03,-1.38705167e-04,-2.21352790e-02,-1.97574824e-03,+1.35072680e-06,+4.16842965e-06,-4.57350306e-06,+1.82702064e-03,+1.50304621e+00,+1.53740203e+00,-1.32182367e-03,+3.48324591e-06,+1.32879016e-03,+9.04405502e-03,+1.18145348e-02,+8.52727287e-03,+1.12950069e-02,+1.63640156e-02,+1.43325582e-02,+1.63368202e-02,+1.43035920e-02,-5.86219825e+00,+1,+3.26960641e-04,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,+1.40185601e-01,-9.22353641e+01,
+3.00000000e-01,+0.00000000e+00,-2.58355789e-04,+1.06233599e-05,-1.75953373e-03,-1.55830898e-04,-1.67480601e-02,-1.66599843e-03,+1.27696723e-06,+2.16641888e-05,-1.01588682e-05,+1.67118231e-03,+1.46784792e+00,+1.13809088e+00,-1.37962948e-03,+5.33622859e-06,+1.39030194e-03,+8.40541541e-03,+1.02790270e-02,+7.90350983e-03,+9.77278088e-03,+1.62841258e-02,+1.42996679e-02,+1.62562878e-02,+1.42701145e-02,-4.77564412e+00,+1,+3.99180285e-04,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,+1.62596863e-01,-1.26513698e+02,
+3.10000000e-01,+0.00000000e+00,-2.75388126e-04,+1.23675430e-05,-1.91595382e-03,-1.69792446e-04,-1.32664371e-02,-1.32637662e-03,+1.14949190e-06,+3.75629133e-05,-1.52717931e-05,+1.50924376e-03,+1.43763719e+00,+7.76802265e-01,-1.44047521e-03,+7.06833304e-06,+1.45461188e-03,+7.76154962e-03,+8.78449024e-03,+7.28011664e-03,+8.29762667e-03,+1.62065911e-02,+1.42719247e-02,+1.61786416e-02,+1.42423770e-02,-4.16994937e+00,+1,+4.59629274e-04,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,+1.81347397e-01,-1.71337338e+02,
+3.20000000e-01,+0.00000000e+00,-2.90404897e-04,+1.36390657e-05,-2.04612480e-03,-1.80322272e-04,-1.11943840e-02,-9.64519868e-04,+9.73490095e-07,+5.18454925e-05,-1.97254104e-05,+1.34909493e-03,+1.41268123e+00,+4.78535138e-01,-1.50374784e-03,+8.66534088e-06,+1.52107853e-03,+7.19629996e-03,+7.43202614e-03,+6.73912637e-03,+6.96877220e-03,+1.61323283e-02,+1.42488892e-02,+1.61046193e-02,+1.42197531e-02,-3.91405874e+00,+1,+5.08807661e-04,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,+1.98299520e-01,-2.34384635e+02,
+3.30000000e-01,+0.00000000e+00,-3.03624538e-04,+1.44843386e-05,-2.16146939e-03,-1.87229846e-04,-1.00131992e-02,-5.87752784e-04,+7.55909173e-07,+6.45584833e-05,-2.33848038e-05,+1.19600726e-03,+1.39286946e+00,+2.50678669e-01,-1.56881619e-03,+1.01211302e-05,+1.58905845e-03,+6.76343262e-03,+6.28815135e-03,+6.33289627e-03,+5.85129900e-03,+1.60621471e-02,+1.42302249e-02,+1.60348804e-02,+1.42017466e-02,-3.87159672e+00,+1,+5.47523467e-04,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,+2.14715298e-01,-3.29259256e+02,
+3.40000000e-01,+0.00000000e+00,-3.15362125e-04,+1.49597942e-05,-2.26833876e-03,-1.90406319e-04,-9.23689358e-03,-2.06477900e-04,+5.04978775e-07,+7.57887979e-05,-2.61607938e-05,+1.05284085e-03,+1.37781971e+00,+9.23795224e-02,-1.63504170e-03,+1.14356969e-05,+1.65791309e-03,+6.48799589e-03,+5.38581849e-03,+6.08555212e-03,+4.97715791e-03,+1.59967149e-02,+1.42156577e-02,+1.59699779e-02,+1.41879592e-02,-3.91494736e+00,+1,+5.76748583e-04,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,+2.31263785e-01,-4.83542706e+02,
+3.50000000e-01,+0.00000000e+00,-3.25968104e-04,+1.51262222e-05,-2.36856472e-03,-1.89831832e-04,-8.45383828e-03,+1.72721698e-04,+2.29667841e-07,+8.56413717e-05,-2.80152154e-05,+9.20427035e-04,+1.36696370e+00,+7.52449454e-05,-1.70179043e-03,+1.26131117e-05,+1.72701666e-03,+6.36997879e-03,+4.72820712e-03,+5.99655166e-03,+4.34891596e-03,+1.59365401e-02,+1.42049324e-02,+1.59103454e-02,+1.41780492e-02,-3.93609495e+00,+1,+5.97497092e-04,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,+2.48084712e-01,-7.65380512e+02,
+3.60000000e-01,+0.00000000e+00,-3.35776743e-04,+1.50441551e-05,-2.46034552e-03,-1.85562893e-04,-7.35325532e-03,+5.41172863e-04,-6.07539553e-08,+9.42213343e-05,-2.89448430e-05,+7.98065864e-04,+1.35961697e+00,-2.97510487e-02,-1.76844492e-03,+1.36596034e-05,+1.79576413e-03,+6.38965323e-03,+4.29463850e-03,+6.04596446e-03,+3.94562580e-03,+1.58819720e-02,+1.41977880e-02,+1.58562936e-02,+1.41717058e-02,-3.85326750e+00,+1,+6.10732637e-04,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,+2.64891434e-01,-1.40975188e+03,
+3.70000000e-01,+0.00000000e+00,-3.45067230e-04,+1.47703889e-05,-2.53932109e-03,-1.77734056e-04,-5.73608770e-03,+8.91567390e-04,-3.57108537e-07,+1.01621299e-04,-2.89972127e-05,+6.84052481e-04,+1.35502959e+00,+5.12804858e-04,-1.83441464e-03,+1.45820101e-05,+1.86357866e-03,+6.51352102e-03,+4.04758276e-03,+6.20034802e-03,+3.72961376e-03,+1.58332085e-02,+1.41939544e-02,+1.58080137e-02,+1.41686422e-02,-3.61379661e+00,+1,+6.17306454e-04,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,+2.81095460e-01,-4.20117004e+03,
+3.80000000e-01,+0.00000000e+00,-3.54038091e-04,+1.43556774e-05,-2.59970252e-03,-1.66562749e-04,-3.51573455e-03,+1.21588000e-03,-6.51329465e-07,+1.07914053e-04,-2.83337036e-05,+5.76192133e-04,+1.35241581e+00,+8.93402175e-02,-1.89914542e-03,+1.53865630e-05,+1.92991855e-03,+6.70077125e-03,+3.93855041e-03,+6.41888051e-03,+3.65178180e-03,+1.57903152e-02,+1.41931470e-02,+1.57655882e-02,+1.41685886e-02,-3.19358225e+00,+1,+6.17926006e-04,+0.00000000e+00,-1.69703355e-09,-1.69703355e-09,+2.95933232e-01,+7.07715392e+03,
+3.90000000e-01,+0.00000000e+00,-3.62794614e-04,+1.38432164e-05,-2.63535402e-03,-1.52332525e-04,-7.06457667e-04,+1.50924216e-03,-9.36108782e-07,+1.13149162e-04,-2.69331495e-05,+4.72107089e-04,+1.35097604e+00,+2.35666467e-01,-1.96212740e-03,+1.60780487e-05,+1.99428350e-03,+6.90809516e-03,+3.91525761e-03,+6.65844417e-03,+3.66103313e-03,+1.57532484e-02,+1.41950646e-02,+1.57290074e-02,+1.41712737e-02,-2.59561182e+00,+1,+6.13144987e-04,+0.00000000e+00,-1.67087456e-09,-1.67087456e-09,+3.08594341e-01,+2.18467687e+03,
+4.00000000e-01,+0.00000000e+00,-3.71349906e-04,+1.32681594e-05,-2.64067601e-03,-1.35373727e-04,+2.60206755e-03,+1.76849615e-03,-1.20378522e-06,+1.17353643e-04,-2.47919096e-05,+3.69737574e-04,+1.34993950e+00,+4.37924468e-01,-2.02289950e-03,+1.66596391e-05,+2.05621877e-03,+7.09355428e-03,+3.93106226e-03,+6.87757503e-03,+3.71201707e-03,+1.57218770e-02,+1.41994559e-02,+1.56981853e-02,+1.41764751e-02,-1.84423218e+00,+1,+6.03374531e-04,+0.00000000e+00,-1.61804811e-09,-1.61804811e-09,+3.18336489e-01,+1.36094373e+03,
+4.10000000e-01,+0.00000000e+00,-3.79635627e-04,+1.26583249e-05,-2.61124145e-03,-1.16040926e-04,+6.26788594e-03,+1.98987585e-03,-1.44691437e-06,+1.20536671e-04,-2.19320948e-05,+2.67585089e-04,+1.34857358e+00,+6.91091495e-01,-2.08105121e-03,+1.71328914e-05,+2.11531699e-03,+7.22077514e-03,+3.94859773e-03,+7.04049318e-03,+3.76791478e-03,+1.56960000e-02,+1.42061614e-02,+1.56729700e-02,+1.41840604e-02,-9.78769222e-01,+1,+5.88914320e-04,+0.00000000e+00,-1.54142256e-09,-1.54142256e-09,+3.24564005e-01,+1.00923411e+03,
